Year,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Tourism GDP(B),"28,760","29,988","31,916","33,717","34,165","36,060","36,407","38,369","40,034","40,588","44,385","47,560","50,347","54,294","60,339","48,405","30,871","37,528","71,621","78,115"
